Base,Dirección,Colonia,m2,Clasif.,Antigüedad,Clasif.,Elev,Est,Rec,Bañ,"Interior 
Exteriror",Balcón,Roof privado/ Patio interior,m2 Roof privado/ Patio interior,Amenidades,Bodega,Cuarto de servicio,Jaula de tendido,Seguridad,Costo Mantenimiento,Precio de venta,Sin Estacionamiento,$/m2,$/m2 (-5%),$/m2 sin est,Link
CK Leads,Zacatecas 67,Roma Norte,89,2,14,4,,2,3,2,Interior ,,,,,,,,Sí,,"$3,450,000","$3,327,179","$38,764","$36,826","$37,384",
CK Leads,Salvador Alvarado 135,Escandon I Seccion,90,2,3,2,Sí,1,3,2,Exterior,,,,No,,,,Sí,3500,"$3,500,000","$3,377,179","$38,889","$36,944","$37,524",
CK Leads,Paseo de los jardines 22,Coyoacan,90,2,29,6,No,2,3,2,Exterior,,,,No,,,,No,2800,"$2,800,000","$2,677,179","$31,111","$29,556","$29,746",
CK Leads,Amores 356,Del Valle Centro,90,2,16,5,Sí,2,2,2,Interior,No,,,No,No,No,,Sí,1600,"$3,700,000","$3,577,179","$41,111","$39,056","$39,746",
CK Leads,Martin Mendale 736,Del Valle Centro,90,2,45,7,No,1,3,1.5,Interior,,,,No,,,,No,,"$3,750,000","$3,627,179","$41,667","$39,583","$40,302",
CK Leads,Av Eugenia 609,Del Valle Centro,90,2,7,3,Sí,2,2,2,,,,,No,,,,Sí,,"$3,750,000","$3,627,179","$41,667","$39,583","$40,302",
CK Leads,"Yosemite 16, depto 401",Napoles,90,2,15,4,Sí,2,2,1,Exterior,,,,No,,,,Sí,2320,"$4,500,000","$4,377,179","$50,000","$47,500","$48,635",
CK Leads,La Quemada 368,Narvarte Poniente,90,2,5,2,No,1,3,2,Interior,No,,,No,No,,,No,900,"$3,490,000","$3,367,179","$38,778","$36,839","$37,413",
CK Leads,Uxmal 37,Narvarte Poniente,90,2,10,3,Sí,1,3,2,Exterior ,No,Sí,,,No,,,Sí,2000,"$3,800,000","$3,677,179","$42,222","$40,111","$40,858",
CK Leads,mar marmara 384,Popotla,90,2,18,5,No,1,2,2,Exterior ,Sí,,,Sí,No,,,Sí,150,"$2,900,000","$2,777,179","$32,222","$30,611","$30,858",
CK Leads,Enrique Rebsamen 964,Narvarte Poniente,90,2,35,7,No,0,2,1,Exterior ,Sí,,,No,No,No,,No,700,"$2,700,000","$2,577,179","$30,000","$28,500","$28,635",
CK Leads,Eugenia 1556,Narvarte Poniente,90,2,40,7,No,1,2,1,Exterior,No,,,No,No,Sí,,Sí,1200,"$2,750,000","$2,627,179","$30,556","$29,028","$29,191",
CK Leads,Cuicuilco 4,Letran Valle,91,3,30,6,No,1,3,2,Exterior,,,,No,,,,Sí,900,"$2,800,000","$2,677,179","$30,769","$29,231","$29,420",
CK Leads,"San Antonio 95, Depto 507",Napoles,92,3,0,1,Sí,1,2,2,Exterior,,,,Sí,,,,Sí,2000,"$5,238,908","$5,116,087","$56,747","$53,910","$55,417",
CK Leads,Providencia 1218,Del Valle Centro,94,3,36,7,Sí,1,2,2,Interior,,,,No,,,,Sí,,"$3,600,000","$3,477,179","$38,298","$36,383","$36,991",
CK Leads,Palenque 4 piso 6,Piedad Narvarte,94,3,40,7,Sí,1,2,2,Exterior,,,,No,,,,Sí,,"$3,750,000","$3,627,179","$39,894","$37,899","$38,587",
CK Leads,Palenque 4 piso 2,Piedad Narvarte,95,3,40,7,Sí,1,2,2,Exterior,,,,No,,,,Sí,,"$3,680,000","$3,557,179","$38,745","$36,808","$37,452",
CK Leads,Progreso 25,Escandon I Seccion,95,3,41,7,,1,3,2,Exterior ,,,,,,,,Sí,,"$2,680,000","$2,557,179","$28,211","$26,800","$26,918",
CK Leads,Pestalozzi 1164,Del Valle Centro,95,3,50,7,Sí,1,2,2,Exterior,Sí,,,No,No,,,No,,"$3,400,000","$3,277,179","$35,789","$34,000","$34,497",
CK Leads,Primera cerrada de Xola 5,Del Valle Norte,97,3,35,7,Sí,1,3,3,Interior,,,,No,,,,Sí,1000,"$3,760,000","$3,637,179","$38,763","$36,825","$37,497",
CK Leads,Yosemite 87,Napoles,97,3,51,8,Sí,2,2,2,Exterior ,No,,,No,Sí,,Sí,Sí,1200,"$3,850,000","$3,727,179","$39,691","$37,706","$38,425",
CK Leads,Av. Colonia del Calle 731,Del Valle Centro,97,3,8,3,Sí,3,2,2,Interior,No,,,No,No,No,,Sí,2300,"$3,850,000","$3,727,179","$39,691","$37,706","$38,425",
CK Leads,san borja 1212,Narvarte Poniente,97,3,46,7,No,1,3,1,Interior,No,,,No,No,No,,No,500,"$2,690,000","$2,567,179","$27,732","$26,345","$26,466",
CK Leads,Xochicalco 121,Narvarte Poniente,98,3,44,7,No,1,2,1.5,Exterior,,,,No,,,,,,"$3,200,000","$3,077,179","$32,653","$31,020","$31,400",
CK Leads,Uxmal 785,Santa Cruz Atoyac,98,3,33,7,Sí,1,2,2,Interior,,,,No,,,,Sí,900,"$3,900,000","$3,777,179","$39,796","$37,806","$38,543",
CK Leads,José Ma. Vertiz  1267,Letran Valle,98,3,13,4,Sí,2,2,2,Interior,,,,No,,,,Sí,,"$3,999,000","$3,876,179","$40,806","$38,766","$39,553",
CK Leads,Tanana 13,Narvarte Poniente,99,3,24,6,,2,3,2,Exterior ,,,,,,,,Sí,,"$3,150,000","$3,027,179","$31,818","$30,227","$30,578",
CK Leads,Canada 170,Coyoacan,99,3,0,1,No,1,3,2,Exterior,,,,No,,,,,,"$3,900,000","$3,777,179","$39,394","$37,424","$38,153",
CK Leads,Av Eugenia 626,Narvarte Poniente,100,3,45,7,Sí,1,3,3,Exterior,,,,Sí,,,,Sí,1500,"$3,700,000","$3,577,179","$37,000","$35,150","$35,772",
CK Leads,Jose Maria Vertiz 1021,Vertiz Narvarte,100,3,10,3,Sí,2,2,2,Exterior,,,,No,,,,Sí,2000,"$3,850,000","$3,727,179","$38,500","$36,575","$37,272",
CK Leads,Anaxágoras 47,Piedad Narvarte,100,3,10,3,Sí,2,3,2,Interior,,,,,,,,,1750,"$4,500,000","$4,377,179","$45,000","$42,750","$43,772",
CK Leads,San Borja 1056,Narvarte Poniente,101,3,48,7,Sí,0,2,2,Exterior ,,,,No,,,,Sí,1500,"$2,990,000","$2,867,179","$29,604","$28,124","$28,388",
CK Leads,Av. del Valle 519,Del Valle Centro,102,3,55,8,No,1,2,1,Exterior ,Sí,,,No,No,,,No,1100,"$3,800,000","$3,677,179","$37,255","$35,392","$36,051",
CK Leads,av universidad 531,Narvarte Poniente,103,3,15,4,Sí,2,3,3,Exterior,,,,Sí,,,,Sí,1800,"$3,990,000","$3,867,179","$38,738","$36,801","$37,545",
CK Leads,"San Francisco 340, depto 502",Del Valle Norte,104,3,42,7,Sí,1,2,2,Interior,,,,No,,,,Sí,,"$3,300,000","$3,177,179","$31,731","$30,144","$30,550",
CK Leads,lazaro cardenaz 281,Portales norte,60,1,5,2,Sí,1,2,2,Interior,,No,,Sí,No,No,No,Sí,1200,"$2,895,000","$2,772,179","$48,250","$45,838","$46,203",
CK Leads,Avenida Colonia del Valle 735,Del Valle Centro,110,3,7,3,Sí,2,2,2,Exterior,,,,No,,,,Sí,,"$4,100,000","$3,977,179","$37,273","$35,409","$36,156",
CK Leads,Av. Cuauhtémoc 872,Narvarte Poniente,110,3,7,3,Sí,2,3,3,Exterior,,,,No,,,,Sí,,"$4,500,000","$4,377,179","$40,909","$38,864","$39,793",
CK Leads,Nicolas San Juan 1526,Del Valle Sur,110,3,53,8,No,1,2,2,Exterior,,,,No,,,,No,800,"$3,900,000","$3,777,179","$35,455","$33,682","$34,338",
CK Leads,Rio tiber 51,Cuauhtemoc,110,3,11,4,Sí,1,2,2,Exterior,,,,No,,,,Sí,2000,"$4,500,000","$4,377,179","$40,909","$38,864","$39,793",
CK Leads,Gabriel mancera 1337,Del Valle Centro,111,3,30,6,Sí,1,3,2,Exterior,,,,No,,,,Sí,1500,"$3,200,000","$3,077,179","$28,829","$27,387","$27,722",
CK Leads,Izcabaleta,San Rafael,119,3,40,7,Sí,2,3,2,,,,,,,,,,800,"$3,700,000","$3,577,179","$31,092","$29,538","$30,060",
CK Leads,Kentucky 14,Napoles,120,3,47,7,No,2,3,1,Interior,,,,No,,,,No,,"$3,500,000","$3,377,179","$29,167","$27,708","$28,143",
CK Leads,Anaxágoras 1408,Santa Cruz Atoyac,122,3,16,5,Sí,1,2,2,Exterior,,,,No,,,,Sí,1800,"$4,350,000","$4,227,179","$35,656","$33,873","$34,649",
CK Leads,Pensylvannia 193,Napoles,123,3,52,8,Sí,1,4,2,Exterior,,,,,,,,Sí,,"$3,500,000","$3,377,179","$28,455","$27,033","$27,457",
CK Leads,Nicolas San Juan 1355,Del Valle Sur,128,3,40,7,No,1,3,2,Interior,,,,No,,,,No,300,"$3,960,000","$3,837,179","$30,938","$29,391","$29,978",
CK Leads,Nicolas San Juan 1526,Del Valle Sur,128,3,53,8,No,1,2,2,Interior,,,,No,,,,No,800,"$3,690,000","$3,567,179","$28,828","$27,387","$27,869",
CK Leads,Martin Mendalde 728,Del valle Centro,128,3,0,1,Sí,2,2,2,Exterior,Sí,,,No,Sí,Sí,,Sí,3430,"$4,700,000","$4,577,179","$36,719","$34,883","$35,759",
CK Leads,Dakota 35,Napoles,129,3,51,8,Sí,1,3,2,Exterior,,,,No,,,,Sí,,"$3,650,000","$3,527,179","$28,295","$26,880","$27,342",
CK Leads,patricio sanz 529,Del Valle Norte,140,4,35,7,Sí,1,3,2,Exterior,,,,No,,,,Sí,1600,"$3,200,000","$3,077,179","$22,857","$21,714","$21,980",
CK Leads,"Xola 318, depto 403",Del Valle Norte,144,4,40,7,Sí,1,4,2,Interior ,No,,,No,,Sí,,Sí,1400,"$4,200,000","$4,077,179","$29,167","$27,708","$28,314",
CK Leads,Barranca del Muerto 523,Merced Gomez,163,4,38,7,Sí,2,2,2,Exterior ,Sí,,,No,,Sí,,Sí,2000,"$4,400,000","$4,277,179","$26,994","$25,644","$26,240",
CK Leads,Balboa 907,Portales Sur,61,1,2,1,Sí,1,2,2,Interior,No,,,No,No,No,,Sí,1350,"$2,700,000","$2,577,179","$44,262","$42,049","$42,249",
CK Leads,Nicolas San juan 561,Del Valle Norte,34,0,50,7,No,0,1,1,Interior,No,,,No,No,No,,No,400,"$1,700,000","$1,577,179","$50,000","$47,500","$46,388",
CK Leads,Lourdes 29,Carmen,80,2,3,2,Sí,2,2,1,Interior,Sí,,,No,No,No,,Sí,2200,"$2,500,000","$2,377,179","$31,250","$29,688","$29,715",
CK Leads,Vertiz 985,Narvarte Oriente,61,1,50,7,No,0,2,1,Interior,No,,,No,Sí,Sí,,No,300,"$2,290,000","$2,167,179","$37,541","$35,664","$35,528",
CK Leads,Av Mexico Coyoacan,Xoco,70,2,5,2,Sí,2,2,2,Exterior,No,,,Sí,Sí,No,No,Sí,2500,"$3,800,000","$3,677,179","$54,286","$51,571","$52,531",
CK Leads,Casas Grandes 269,Narvarte Poniente,57,1,35,7,No,0,1,1,Interior,No,,,No,No,Sí,,No,200,"$1,550,000","$1,427,179","$27,193","$25,833","$25,038",
CK Leads,"Cerrada de Coyoacan 3, depto 101",Del Valle Centro,75,2,50,7,No,0,2,1,Exterior ,No,,,No,No,Sí,,No,700,"$2,700,000","$2,577,179","$36,000","$34,200","$34,362",
CK Leads,Sor Juana Juana Inés de la Cruz 147,Santa Maria la Ribera ,61,1,15,4,No,0,2,1,Interior,,No,,No,No,No,No,No,300,"$1,800,000","$1,677,179","$29,508","$28,033","$27,495",
CK Leads,Cerrada Andrea del Castagno 24,Nonoalco,65,1,11,4,Sí,2,2,2,Interior,Sí,,,No,Sí,No,,Sí,1350,"$2,800,000","$2,677,179","$43,077","$40,923","$41,187",
CK Leads,"Av. Cuauhtemoc 1146, Edificio E 1602",Letran Valle,66,2,4,2,Sí,1,2,1,Exterior,,,,Sí,,,,,3800,"$3,250,000","$3,127,179","$49,242","$46,780","$47,381",
CK Leads,Sinaloa 179,Roma Norte,48,1,6,3,Sí,1,1,1,Interior ,No,no,,Sí,No,No,,Sí,1800,"$3,200,000","$3,077,179","$66,667","$63,333","$64,108",
CK Leads,Murillo 46,Nonoalco,60,1,15,4,No,0,2,1,Interior,No,,,No,No,No,,No,400,"$2,490,000","$2,367,179","$41,500","$39,425","$39,453",
CK Leads,Juan Sánchez Azcona 1635,Del Valle Sur,115,3,45,7,,1,3,2,Exterior,Sí,,,No,No,Sí,,,900,"$3,540,000","$3,417,179","$30,783","$29,243","$29,715",
CK Leads,Av. Independencia 39,Independencia,60,1,19,5,No,0,2,1,Exterior,Sí,,,No,No,No,,No,150,"$1,750,000","$1,627,179","$29,167","$27,708","$27,120",
CK Leads,Simon Bolivar 728,alamos,70,2,8,3,Sí,1,2,2,Exterior,Sí,,,No,No,No,,,1800,"$3,200,000","$3,077,179","$45,714","$43,429","$43,960",
CK Leads,General Mariano Escobedo 57,Popotla,92,3,10,3,Sí,1,3,2,Exterior,Sí,,,No,No,No,,,,"$4,250,000","$4,127,179","$46,196","$43,886","$44,861",
CK Leads,"Petén 38, depto 8",Narvarte Oriente,78,2,35,7,No,0,2,1,Interior,No,no,,No,Sí,Sí,Sí,No,200,"$2,900,000","$2,777,179","$37,179","$35,321","$35,605",
CK Leads,Río Lerma 19,Renacimiento,120,3,44,7,No,1,3,2,Exterior,No,,,No,No,Sí,,,1000,"$4,300,000","$4,177,179","$35,833","$34,042","$34,810",
CK Leads,"Cordoba 205, depto 16",Roma Norte,33,0,50,7,No,0,1,1,Exterior,Sí,,,No,No,No,,No,300,"$1,790,000","$1,667,179","$54,242","$51,530","$50,521",
CK Leads,Balboa 206,Portales Norte,66,2,6,3,Sí,1,2,1.5,Exterior,,,,No,,,,No,,"$2,500,000","$2,377,179","$37,879","$35,985","$36,018",
CK Leads,"Cordoba 205, depto 19",Roma Norte,33,0,50,7,No,0,1,1,Exterior,Sí,,,No,No,No,,No,300,"$1,790,000","$1,667,179","$54,242","$51,530","$50,521",
CK Leads,Rio Nilo 66,Cuauhtemoc,32,0,25,6,No,0,1,1,Interior,No,,,No,No,No,,No,,"$2,300,000","$2,177,179","$71,875","$68,281","$68,037",
CK Leads,Puente de la Morena 95,San Pedro de los pinos,65,1,10,3,Sí,1,2,1,Interior ,No,no,,No,Sí,No,,No,1000,"$2,950,000","$2,827,179","$45,385","$43,115","$43,495",
CK Leads,Miguel Angel 84,Moderna,67,2,15,4,No,1,3,1,Exterior,No,No,,No,No,No,No,Sí,700,"$2,390,000","$2,267,179","$35,672","$33,888","$33,838",
CK Leads,Jorge Washington 43 ,Moderna,50,1,0,1,,,,,,,,,,,,,,,"$1,750,000","$1,627,179","$35,000","$33,250","$32,544",
CK Leads,Tlalpan 1447,Portales Norte,60,1,3,2,Sí,1,2,1,Interior,No,No,,Sí,No,Sí,Sí,Sí,1300,"$2,650,000","$2,527,179","$44,167","$41,958","$42,120",
CK Leads,"Av. Mixcoac, letra D",San Jose Insurgentes,72,2,30,6,No,1,3,1,Exterior,No,No,,No,No,No,No,No,400,"$2,350,000","$2,227,179","$32,639","$31,007","$30,933",
CK Leads,Wisconsin 93,Ciudad de los Deportes,87,2,40,7,No,1,3,2,Interior,No,,,No,No,No,,Sí,700,"$3,000,000","$2,877,179","$34,483","$32,759","$33,071",
CK Leads,Cuauhtémoc 1378-601,Santa Cruz Atoyac,65,1,16,5,Sí,2,2,1,Exterior ,No,,,Sí,Sí,No,,Sí,1200,"$2,600,000","$2,477,179","$40,000","$38,000","$38,110",
CK Leads,"Artemio del valle Arizpe 14, departamento 801",Del Valle Norte,54,1,40,7,Sí,1,1,1,Interior,No,,,No,No,No,,Sí,1000,"$2,300,000","$2,177,179","$42,593","$40,463","$40,318",
CK Leads,"5 de Febrero 1058, depto B-106",Americas Unidas,54,1,13,4,Sí,1,1,1,Interior,No,,,No,No,No,,Sí,650,"$1,950,000","$1,827,179","$36,111","$34,306","$33,837",
CK Leads,"Edzna 106, depto 301",Independencia,55,1,17,5,No,1,2,1,Interior,No,no,,No,No,No,no,Sí,300,"$1,900,000","$1,777,179","$34,545","$32,818","$32,312",
CK Leads,Filipinas 419,Portales Norte,66,2,42,7,No,1,2,1,Exterior ,,,,No,,,,Sí,500,"$2,400,000","$2,277,179","$36,364","$34,545","$34,503",
CK Leads,canarias 608 int 502,portales norte,67,2,40,7,No,0,2,1,Interior,,No,,No,No,No,Sí,No,150,"$1,990,000","$1,867,179","$29,701","$28,216","$27,868",
CK Leads,Bahía de todos los Santos 111-101,Veronica Anzures,50,1,0,1,Sí,1,1,1,Exterior,,Si,35,No,No,No,No,Sí,1200,"$2,910,000","$2,787,179","$58,200","$55,290","$55,744",
CK Leads,av montes 53,portales norte,67,2,30,6,No,0,2,1,Interior,,No,,No,No,No,Sí,No,700,"$2,000,000","$1,877,179","$29,851","$28,358","$28,018",
CK Leads,Rumania 209,Portales Norte,69,2,10,3,No,2,2.5,2,Interior,,,,No,Sí,No,,No,1500,"$2,690,000","$2,567,179","$38,986","$37,036","$37,205",
CK Leads,"Cerrada de Coyoacán 3, departamento 101",Del Valle Centro,75,2,66,8,No,0,2,1,Exterior,,No,,No,No,Sí,Sí,No,400,"$2,700,000","$2,577,179","$36,000","$34,200","$34,362",
CK Leads,"Calle 10, 21, depto 408",San Pedro de los pinos,53,1,20,5,Sí,1,2,2,Interior,,No,,Sí,No,No,No,Sí,650,"$1,900,000","$1,777,179","$35,849","$34,057","$33,532",
CK Leads,Patriotismo 512-501 ,San Pedro de los Pinos,63,1,7,3,Sí,1,2,2,Exterior,,No,,No,No,No,No,Sí,1200,"$2,799,000","$2,676,179","$44,429","$42,207","$42,479",
CK Leads,Carrillo Puerto 301-10,General Anaya,72,2,30,6,No,2,2,1,Interior,,No,,No,No,No,No,Sí,700,"$2,900,000","$2,777,179","$40,278","$38,264","$38,572",
CK Leads,Unión 31-102,Escandon I Seccion,68,2,50,7,No,1,2,1,Interior,,No,,No,No,No,Sí,No,350,"$2,500,000","$2,377,179","$36,765","$34,926","$34,959",
CK Leads,"Calle 2, 20",San Pedro de los Pinos,95,3,20,5,No,1,3,1,interior,No,No,,No,No,No,Sí,No,500,"$3,500,000","$3,377,179","$36,842","$35,000","$35,549",
CK Leads,"Pirineos 133, depto 203",Portales Norte,70,2,43,7,No,1,2,1,Interior,,No,,No,No,Sí,Sí,No,400,"$2,300,000","$2,177,179","$32,857","$31,214","$31,103",
CK Leads,emiliano zapata 55,portales norte,70,2,5,2,No,1,2,1,Interior,,No,,No,No,No,No,Sí,800,"$2,300,000","$2,177,179","$32,857","$31,214","$31,103",
CK Leads,Bahía de Guantánamo ,Veronica Anzures,56,1,3,2,No,0,2,1,Exterior,,No,,Sí,No,No,Sí,Sí,900,"$2,800,000","$2,677,179","$50,000","$47,500","$47,807",
CK Leads,Eje Central 1130-101,San Simon Ticumac,80,2,10,3,Sí,1,2,2,Interior,No,no,,Sí,No,No,No,Sí,1500,"$2,600,000","$2,477,179","$32,500","$30,875","$30,965",
CK Leads,"Av universidad 687, depto 6",Del Valle Sur,45,1,60,8,No,0,1,1,Interior,,No,,No,No,No,Sí,Sí,50,"$1,950,000","$1,827,179","$43,333","$41,167","$40,604",
CK Leads,"Anaxágoras 574, depto 602",Narvarte Poniente,90,2,40,7,Sí,1,1,2,Interior,,No,,Sí,No,No,Sí,Sí,900,"$3,500,000","$3,377,179","$38,889","$36,944","$37,524",
CK Leads,Lourdes 21-depto 17,Carmen,49,1,50,7,No,0,2,1,Exterior,No,Na,,No,No,No,No,No,1200,"$2,800,000","$2,677,179","$57,143","$54,286","$54,636",
CK Leads,Pestalozzi 14-204,Piedad Narvarte,46,1,1,1,Sí,0,1,1,Interior,No,No,,No,No,No,No,Sí,1575,"$2,500,000","$2,377,179","$54,348","$51,630","$51,678",
CK Leads,"Calle 2, 20 A",San Pedro de los Pinos,95,3,20,5,No,1,3,1,Interior,No,No,,No,No,No,Sí,No,500,"$3,500,000","$3,377,179","$36,842","$35,000","$35,549",
CK Leads,"Roberto gayol 1433, depto 6",Del Valle Sur,90,2,56,8,No,1,3,2,Exterior,,No,,No,No,No,Sí,Sí,200,"$3,280,000","$3,157,179","$36,444","$34,622","$35,080",
CK Leads,"Lago Mask 143, depto 2",Anahuac II Seccion,60,1,8,3,No,1,2,1,Interior,,No,,No,No,No,Sí,Sí,1200,"$2,400,000","$2,277,179","$40,000","$38,000","$37,953",
CK Leads,"Dr. Rafael Lucio 103, edificio Géminis- 504",Doctores,90,2,50,7,Sí,0,2,2,Exterior,No,No,,No,No,No,No,No,250,"$1,600,000","$1,477,179","$17,778","$16,889","$16,413",
CK Leads,Serafín Olarte 191-504B ,Independencia,60,1,15,4,No,0,2,1,Interior,,No,,No,No,No,No,Sí,675,"$1,600,000","$1,477,179","$26,667","$25,333","$24,620",
CK Leads,"Saratoga 116, depto 102",Portales Norte,72,2,35,7,No,1,2,2,Exterior,,No,,No,No,No,Sí,No,500,"$2,300,000","$2,177,179","$31,944","$30,347","$30,239",
CK Leads,Manuel carpio 67- 402 C,Santa Maria la Ribera ,45,1,30,6,No,0,2,1,Exterior,,No,,No,No,No,No,Sí,250,"$1,300,000","$1,177,179","$28,889","$27,444","$26,160",
CK Leads,Sabino 136 102,Santa Maria la Ribera ,90,2,35,7,No,1,2,1,Interior,,No,,No,No,Sí,No,Sí,300,"$2,500,000","$2,377,179","$27,778","$26,389","$26,413",
CK Leads,Luz Aviñón 590-5 (Pitagoras 590),Narvarte Poniente,65,1,50,7,No,0,2,2,Interior,,Si,6,No,No,Sí,Sí,No,300,"$2,360,000","$2,237,179","$36,308","$34,492","$34,418",
CK Leads,"Yacatas 208, int 13",Narvarte Poniente,68,2,60,8,No,0,2,1,Exterior,,No,,No,No,No,Sí,No,500,"$2,360,000","$2,237,179","$34,706","$32,971","$32,900",
CK Leads,Eje central 542 - 6,alamos,68,2,40,7,No,1,2,1,Exterior,,No,,No,No,No,Sí,Sí,450,"$2,300,000","$2,177,179","$33,824","$32,132","$32,017",
CK Leads,Lago cuitzeo 239 - 7c,Anahuac I Seccion,55,1,30,6,No,1,2,1,Interior,,No,,No,No,No,No,Sí,250,"$2,300,000","$2,177,179","$41,818","$39,727","$39,585",
CK Leads,Bremen 17-304,Albert,78,2,18,5,Sí,1,3,1,Interior,,No,,No,No,No,No,Sí,900,"$2,270,000","$2,147,179","$29,103","$27,647","$27,528",
CK Leads,Bremen 17-304,Albert,78,2,18,5,Sí,1,3,1,Interior,,No,,No,No,No,No,Sí,900,"$2,650,000","$2,527,179","$33,974","$32,276","$32,400",
CK Leads,Benito Juárez 26,Albert,73,2,21,6,Sí,1,2,1,Exterior,,No,,No,No,No,No,Sí,1600,"$2,800,000","$2,677,179","$38,356","$36,438","$36,674",
CK Leads,"Eje 5, 1753",Vertiz Narvarte,90,2,20,5,Sí,2,3,2,Interior,,No,,No,No,No,No,Sí,1200,"$3,350,000","$3,227,179","$37,222","$35,361","$35,858",
CK Leads,Bertha 146-402,Nativitas,118,3,3,2,Sí,2,2,2,Exterior,,Si,53,No,No,No,No,Sí,1200,"$3,730,000","$3,607,179","$31,610","$30,030","$30,569",
CK Leads,Bertha 146-401,Nativitas,121,3,3,2,Sí,2,3,2,Exterior,,Si,62,No,No,No,No,Sí,1200,"$3,850,000","$3,727,179","$31,818","$30,227","$30,803",
CK Leads,Canarias 69-301,San Simon Ticumac,86,2,20,5,No,2,3,2,Exterior,,No,,No,No,No,No,No,900,"$2,900,000","$2,777,179","$33,721","$32,035","$32,293",
CK Leads,"Eje central lazaro Cárdenas 811, 7",Narvarte Poniente,99,3,65,8,No,1,2,1,Exterior,Sí,No,,No,Sí,Sí,No,No,200,"$2,800,000","$2,677,179","$28,283","$26,869","$27,042",
CK Leads,Rio Amoy 5 int 17,Cuauhtemoc,45,1,50,7,No,0,1,1,Interior,No,No,,No,No,No,Sí,Sí,500,"$1,750,000","$1,627,179","$38,889","$36,944","$36,160",
CK Leads,"Av central edificio Génova 175,501",San Pedro de los Pinos,65,1,20,5,Sí,1,2,1,Interior,No,No,,No,No,No,No,Sí,1600,"$2,150,000","$2,027,179","$33,077","$31,423","$31,187",
CK Leads,"Eulalia guzman 150, 3",Atlampa,62,1,0,1,No,1,2,1,Exterior,Sí,No,,No,No,No,No,Sí,1000,"$1,600,000","$1,477,179","$25,806","$24,516","$23,825",
CK Leads,Niños héroes de Chapultepec 102-C513,Niños Heroes de Chapultepec,54,1,14,4,No,1,2,1,Interior,,No,,No,No,No,No,Sí,800,"$1,800,000","$1,677,179","$33,333","$31,667","$31,059",
CK Leads,Rafael Solana 5-301,Independencia,70,2,5,2,Sí,1,2,2,Exterior,,No,,No,Sí,No,No,Sí,960,"$2,880,000","$2,757,179","$41,143","$39,086","$39,388",
CK Leads,"Zamora 802, depto 22",Condesa,80,2,90,8,No,0,2,1,Exterior,No,No,,No,No,Sí,No,Sí,300,"$2,800,000","$2,677,179","$35,000","$33,250","$33,465",
CK Leads,Gabriel Mancera 1164-301,Del valle centro,84,2,50,7,No,0,2,1,Exterior,,No,,No,Sí,No,No,Sí,1200,"$2,900,000","$2,777,179","$34,524","$32,798","$33,062",
CK Leads,"Jaime torres Bodet 203, depto 102",Santa Maria la Ribera ,41,1,12,4,No,0,2,1,Exterior,No,No,,No,No,No,No,No,500,"$1,190,000","$1,067,179","$29,024","$27,573","$26,029",
CK Leads,zacahuitzco 47,Carmen,74,2,2,1,Sí,1,2,2,Interior,,No,,No,Sí,Sí,No,Sí,1200,"$2,950,000","$2,827,179","$39,865","$37,872","$38,205",
CK Leads,"Eje central lazaro Cárdenas 811, 7",Narvarte Poniente,99,3,65,8,No,1,2,1,Exterior,,No,,No,Sí,Sí,No,No,200,"$2,800,000","$2,677,179","$28,283","$26,869","$27,042",
CK Leads,Rio Amoy 5 int 17,Cuauhtemoc,45,1,50,7,No,0,1,1,Interior,,No,,No,No,No,Sí,Sí,500,"$1,750,000","$1,627,179","$38,889","$36,944","$36,160",
CK Leads,"Av central edificio Génova 175,501",San pedro de los pinos,65,1,20,5,Sí,1,2,1,Interior,,No,,No,No,No,No,Sí,1600,"$2,150,000","$2,027,179","$33,077","$31,423","$31,187",
CK Leads,Amsterdam 210 501,Hipodromo,123,3,40,7,Sí,1,3,3,Interior,,No,,No,No,Sí,No,Sí,2300,"$5,700,000","$5,577,179","$46,341","$44,024","$45,343",
CK Leads,Extremadura 46-501,Insurgentes Mixcoac,104,3,55,8,Sí,1,2,1,Exterior,,No,,No,Sí,No,Sí,Sí,1500,"$2,900,000","$2,777,179","$27,885","$26,490","$26,704",
CK Leads,Zurbarán 30-C201,Alfonso XIII,60,1,14,4,No,1,2,1,Interior,,No,,No,No,No,No,No,100,"$3,200,000","$3,077,179","$53,333","$50,667","$51,286",
CK Leads,Concepción Beistegui 2013-E302,Narvarte Poniente,107,3,46,7,No,1,3,3,Interior,,No,,No,No,Sí,Sí,Sí,1300,"$3,490,000","$3,367,179","$32,617","$30,986","$31,469",
CK Leads,Adriano Brower 115,Alfonso XIII,64,1,16,5,No,1,2,1,Exterior,,No,,No,Sí,No,No,No,,"$2,100,000","$1,977,179","$32,813","$31,172","$30,893",
CK Leads,"Castaña 36, 102",Nueva Santa Maria,55,1,5,2,Sí,2,1,1,Exterior,,No,,No,No,Sí,No,Sí,,"$1,400,000","$1,277,179","$25,455","$24,182","$23,221",
CK Leads,Nogal 187,Santa Maria la Ribera ,50,1,7,3,Sí,1,2,1,Exterior,,No,,Sí,No,No,Sí,Sí,2000,"$2,700,000","$2,577,179","$54,000","$51,300","$51,544",
CK Leads,Miguel Ocaranza 4,Merced Gomez,80,2,60,8,No,1,2,1,Exterior,,No,,No,Sí,Sí,No,No,200,"$2,300,000","$2,177,179","$28,750","$27,313","$27,215",
